,line_no,line_up,station_num,station_0,station_1,station_2,station_3,station_4,station_5,station_6,station_7,station_8,station_9,station_10,station_11,station_12,station_13,station_14,station_15,station_16,station_17,station_18,station_19,station_20,station_21,station_22,station_23,station_24,station_25,station_26,station_27,station_28,station_29,station_30,station_31,station_32,station_33,station_34,station_35,station_36,station_37,station_38,station_39,station_40,station_41,station_42,station_43,station_44,station_45,station_46,station_47,station_48,station_49,station_50,station_51,station_52,station_53,station_54,station_55,station_56,station_57,station_58,station_59,station_60,station_61,station_62,station_63,station_64,station_65,station_66,station_67,station_68,station_69,station_70,station_71,station_72,station_73,station_74,station_75,station_76,station_77,station_78,station_79,station_80,station_81,station_82,station_83,station_84,station_85
944,722路(徐堡线),1,27,后堡村,徐堡村,郝堡村,前常家堡,嘉禾丽水园,富泉公寓,安光小学,富城庄园,安光油墨厂,安光村,辰泰集团,雅迪电动车,腾旺道(北辰医药园),双口镇政府,河北工业大学北辰校区教师楼,河北工业大学分院校门口,新津永公路,北辰工业园(京宝工业园),王秦庄村西口,刘园苗圃,辰旺路[北辰道],刘园村,北辰大厦,北仓,北仓礼堂,马庄,华润万家北辰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,708路(北线),0,31,西青公交总站(西青开发区公交站),芦北路,赛达大道,玛歌庄园,赛达路宏源道,金雄集团,西青开发区赛达园,鑫源道,宏源道,惠友道,兴华四支路,兴华二支路,兴华一支路,西青开发区燃气公司,大寺镇政府,兴华一支路,兴华二支路,兴华四支路,兴华五支路,飞马缝纫机,高达食品设备,西青开发区管委会,兴华道,谊龙花园,金峰路,亲亲家园,赛达路宏源道,玛歌庄园,赛达大道,芦北路,西青公交总站(西青开发区公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,708路(北线),1,31,西青公交总站(西青开发区公交站),芦北路,赛达大道,玛歌庄园,赛达路宏源道,亲亲家园,金峰路,谊龙花园,兴华道,西青开发区管委会,高达食品设备,飞马缝纫机,兴华五支路,兴华四支路,兴华二支路,兴华一支路,西青开发区燃气公司,大寺镇政府,兴华一支路,兴华二支路,兴华四支路,惠友道,宏源道,鑫源道,西青开发区赛达园,金雄集团,赛达路宏源道,玛歌庄园,赛达大道,芦北路,西青公交总站(西青开发区公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,709路,0,17,赛达新兴产业园公交站,赛达伟业,赛达八纬路,峰山药王庙,渤海天易园,芦北路,赤龙家园,尤妮佳,赛达北二道,赛达国际工业城,管路电装空调,益客斯泰克,瑞能电气,灵北制药,榕城广场,赛达国际城服务中心,赛达新兴产业园公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,709路,1,17,赛达新兴产业园公交站,赛达国际城服务中心,榕城广场,灵北制药,瑞能电气,益客斯泰克,管路电装空调,赛达国际工业城,赛达北二道,尤妮佳,赤龙家园,芦北路,渤海天易园,峰山药王庙,赛达八纬路,赛达伟业,赛达新兴产业园公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,703路,0,30,王顶堤北站(王顶堤北公交站),迎水西里,迎水东里,迎风道地铁站(原理工大学),观园公寓,阳光100,秀川路,理工大学主校区东门,理工大学主校区,程华欣苑,榕园,鑫福家园,于台桥,中兴桥,中兴道,外环线九十五中学,津淄桥,永旺超市,梅江康城,倪黄庄,周庄子村口,仁居锦园,大寺中学,仁居鑫园,壹零壹汽车广场,诺尔电气,龙津园,北里八口,津港高速辅路,双港新家园北公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,703路,1,30,双港新家园北公交站,津港高速辅路,北里八口,龙津园,诺尔电气,壹零壹汽车广场,仁居鑫园,大寺中学,仁居锦园,周庄子村口,倪黄庄,梅江康城,永旺超市,津淄桥,外环线九十五中学,中兴道,中兴桥,于台桥,鑫福家园,榕园,程华欣苑,理工大学主校区,理工大学主校区东门,秀川路,阳光100,观园公寓,迎风道地铁站(原理工大学),迎水东里,迎水西里,王顶堤北站(王顶堤北公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,713路,0,24,嘉陵南里站(嘉陵南里公交站),嘉陵南里,云龙里,雅安东里,卧龙北里,风荷园,世通大厦,龙井里,西湖村,天大宿舍,七里台,八里台,天塔,苍穹道,环湖西里,体育宾馆,体育学院,李七庄,中石油桥,丽江道,王兰庄,美域兰园,王兰花园,中医一附院新院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,713路,1,26,中医一附院新院,昌凌路桥,王兰花园,美域兰园,王兰庄,丽江道,中石油桥,李七庄,体育学院,体育宾馆,环湖西里,苍穹道,天塔,聂公桥,八里台,七里台,天大宿舍,西湖村,龙井里,世通大厦,风荷园,卧龙北里,雅安东里,云龙里,嘉陵南里,嘉陵南里站(嘉陵南里公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,732路,0,19,丁字沽公交站,丁字沽,丁字沽四段,丁字沽八段,丁字沽十三段(丁字沽一号路),本溪路,绥中南楼,本溪路地铁站,佳园南里,佳园里,佳宁里,西横堤地铁站,瑞景中学,辰达北路,龙洲道,韩家墅市场,双青新家园,荣康园,荣居园(双青新家园公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,732路,1,19,荣居园(双青新家园公交站),荣康园,双青新家园,韩家墅市场,龙洲道,辰达北路,瑞景中学,西横堤地铁站,佳宁里,佳园里,佳园南里,本溪路地铁站,绥中南楼,本溪路,丁字沽十三段(丁字沽一号路),丁字沽八段,丁字沽四段,丁字沽,丁字沽公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,743路,0,23,淮河道公交站,淮兴园,淮祥园,淮和园,宸宜花园,都市桃源公寓,普祥里,万达新城,普兴里,辽河北道,汾河南道,辰泰桥,高峰路,马庄,北仓礼堂,北仓,北辰大厦,刘园村,龙洲道,韩家墅市场,双青新家园,荣康园,荣居园(双青新家园公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,743路,1,22,荣居园(双青新家园公交站),荣康园,双青新家园,韩家墅市场,龙洲道,刘园村,北辰大厦,北仓,北仓礼堂,马庄,高峰路,辰泰桥,汾河南道,辽河北道,普兴里,普祥里,都市桃源公寓,宸宜花园,淮和园,淮祥园,淮兴园,淮河道公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,702路,0,23,金钟新市镇,德悦里,仁爱路,慧捷路,信德里,德锦里,悦和里,新中园小区,新中村汽配城,东窑洼,何兴庄,桥园里,金沙江路,增光道,天津服装城,北站体育场,北宁公园,北站,辰纬路北,宙纬路,黄纬路,金钢桥,通北路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,702路,1,23,通北路,金钢桥,黄纬路,宙纬路,辰纬路,北站,北宁公园,北站体育场,天津服装城,增光道,金沙江路,桥园里,何兴庄,东窑洼,新中村汽配城,新中园小区,悦和里,德锦里,信德里,慧捷路,仁爱路,德悦里,金钟新市镇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,769路,0,16,武清城际站(终点站),经纬城市绿洲,亨通花园,凯旋王国,蒲瑞祥园东区,蒲瑞祥园中区,蒲瑞祥园西区,光明道口(杨村第一中学),蒲瑞和园,金侨大道,高新公寓,新源道,华堂,畔水庭苑,翡翠半岛,环渤海农产品交易物流中心(环渤海商贸城),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,749路,0,29,逸仙园(达成一支路),金典园,亨远路,低碳实践基地,凯旋王国,亨通路枫丹天城,海达家乐三店,佛罗伦萨小镇北门,翠亨路武清城际站,杨村八中,杨村火车站(原武清火车站),新湾花园,武清新客运站,清泉路,碧溪雅园,碧溪卓园,嘉平道,绿博园,溪湖林语,北辰郊野公园,天士力,田园小区,仓联庄,张兴庄,建昌道,北宁公园,东六经路,新开路,天津站后广场公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,749路,1,29,天津站后广场公交站,新开路,东六经路,北宁公园,建昌道,张兴庄,仓联庄,田园小区,天士力,北辰郊野公园,溪湖林语,绿博园,嘉平道,碧溪卓园,碧溪雅园,清泉路,武清新客运站,新湾花园,杨村火车站(原武清火车站),杨村八中,翠亨路武清城际站,佛罗伦萨小镇北门,海达家乐三店,亨通路枫丹天城,凯旋王国,低碳实践基地,亨远路,金典园,逸仙园(达成一支路),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,752路,0,30,高新公寓,新源道,华堂,开源道口,逸仙科技工业园,泉达路口,傑麦,天鹅湖度假村,福源道口,博盛园,杨村六中,如家快捷酒店,海达家乐一店,武清文化公园,武清人民医院,邮政局,雍阳桥,友谊商厦,第六城,武清新客运站,紫韵花苑,天和林溪(静湖西区),华北城,南北辛庄,双街新家园,北辰医院,刘园地铁站,瑞景中学,辰达北路,龙洲道站(龙洲道公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,752路,1,29,龙洲道站(龙洲道公交站),辰达北路,瑞景中学,刘园地铁站,北辰医院,双街新家园,南北辛庄,华北城,天和林溪(静湖西区),紫韵花苑,武清新客运站,第六城,友谊商厦,邮政局,武清人民医院,武清文化公园,海达家乐一店,如家快捷酒店,杨村六中,博盛园,福源道口,天鹅湖度假村,傑麦,泉达路口,逸仙科技工业园,开源道口,华堂,新源道,高新公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,747路,0,20,海达家乐一店(终点站),杨村六中,人民警察公寓,君利大厦,运泽花园,运河城,徐官屯行政许可中心,武清第二养老院,武清机动车检测线,机场东门,新刘庄,韦庄村,小侯庄,张大庄,西汪庄,杨恒庄,蓝湖郡,汽车产业园管委会,忠旺铝材,忠旺集团办公区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,747路,1,20,忠旺集团办公区,忠旺铝材,汽车产业园管委会,蓝湖郡,杨恒庄,西汪庄,张大庄,小侯庄,韦庄村,新刘庄,机场东门,武清机动车检测线,武清第二养老院,徐官屯行政许可中心,运河城,运泽花园,君利大厦,人民警察公寓,杨村六中,海达家乐一店(终点站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,742路,0,21,开发区大楼公交总站(北辰开发区公交总站),仁安路,民安路,栖凤台,下殷庄,九园公路,辰中路,永合道,永兴道,永康道,通盛路,山河路,通跃路,兴河路永进道,永信道,兴河路永合道,兴河路,三号路,上蒲口,杨堤,柴楼新庄园站(柴楼新庄园公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,742路,1,21,柴楼新庄园站(柴楼新庄园公交站),杨堤,上蒲口,三号路,兴河路,兴河路永合道,永信道,兴河路永进道,通跃路,山河路,通盛路,永康道,永兴道,永合道,辰中路,九园公路,下殷庄,栖凤台,民安路,仁安路,开发区大楼公交总站(北辰开发区公交总站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,745路,0,22,开发区大楼公交总站(北辰开发区公交总站),仁安路,民安路,栖凤台,下殷庄,北孙庄,小诸庄,金锚集团,大杨庄,大张庄,万发科技园,津榆路口,小贺庄,景瑞阳光尚城,中赵路,北麻疸村,南麻疸村,化工大楼,北辰中医医院,北辰医院,刘园村,刘园站(刘园公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,745路,1,22,刘园站(刘园公交站),刘园村,北辰医院,北辰中医医院,化工大楼,南麻疸村,北麻疸村,中赵路,景瑞阳光尚城,小贺庄,津榆路口,万发科技园,大张庄,大杨庄,金锚集团,小诸庄,北孙庄,下殷庄,栖凤台,民安路,仁安路,开发区大楼公交总站(北辰开发区公交总站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,728路(北何庄线),0,16,华润万家北辰店,马庄,北仓礼堂,北仓,北辰医院,北辰中医医院,化工大楼,南麻疸村,北麻疸村,中赵路,景瑞阳光尚城,朱唐庄,小孟庄,小杨庄,李辛庄,北何庄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,728路(北何庄线),1,16,北何庄,李辛庄,小杨庄,小孟庄,朱唐庄,景瑞阳光尚城,中赵路,北麻疸村,南麻疸村,化工大楼,北辰中医医院,北辰医院,北仓,北仓礼堂,马庄,华润万家北辰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,753路,0,30,天职师大站(天职师大公交站),景盛路,海天路,马集路,渌水道艺林路,宝聚家园,渌水道微山路,微山路浯水道,微山路桂江里,微山路贵山里,微山路双水道,陵水道,珠江公园,平江里,珠江桥,珠江道茶城,名都新园,珠江装饰城,郁江南里,瑞江道,天津有线电视台,左江道地铁站,友谊南路桥,恋海园,融创海逸王座,鸣泉花园,梅江西路,美域兰园,王兰花园,中医一附院新院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,753路,1,30,中医一附院新院,王兰花园,美域兰园,梅江西路,鸣泉花园,融创海逸王座,恋海园,友谊南路桥,左江道地铁站,红磡玉水园,天津有线电视台,瑞江道,珠江装饰城,名都新园,珠江道茶城,珠江桥,平江里,珠江公园,陵水道,微山路双水道,微山路贵山里,微山路桂江里,微山路浯水道,渌水道微山路,宝聚家园,渌水道艺林路,马集路,海天路,景盛路,天职师大站(天职师大公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,760路,0,28,胸科医院环湖医院公交站,胸科医院,崔家码头,津门里,詹安路,水东里,建新东里,建新里,欣园小区,艺术职业学院,金月湾南门,富民路,海津大桥,富民桥,海河东路滨河庭苑,海河东路国泰桥,神州花园,刘庄桥,大直沽五号路,大直沽三号路,怡安温泉公寓,福建路(奉化道),天津图书大厦,大营门,曲阜道,大同道,口腔医院(哈尔滨道口),天津站(天津站A2站台),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,760路,1,27,天津站(天津站A2站台),口腔医院(哈尔滨道口),大同道(建设路),科学会堂,曲阜道,大营门,天津图书大厦,福建路(闽侯路),田庄,刘庄桥,神州花园,海河东路国泰桥,海河东路滨河庭苑,富民桥,海津大桥,富民路,金月湾南门,艺术职业学院,欣园小区,建新里,建新东里,水东里,詹安路,津门里,崔家码头,胸科医院,胸科医院环湖医院公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,718路(尚未开通),0,10,西站公交站(A2站台),西马路,黄河道,鞍山西道地铁站(原传染病医院),王顶堤立交桥,迎水北里(迎水道),久华里,华苑地铁站(原日华里),城建大学,天津南站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,718路(尚未开通),1,10,天津南站,城建大学,华苑地铁站(原日华里),久华里,迎水北里(迎水道),王顶堤立交桥,鞍山西道地铁站(原传染病医院),黄河道,先春园,西站公交站(A2站台),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,763路,0,52,杨柳青临时客运站,西青区政府,新华道,龙华里,星河湾花苑,碧泉花园,杨柳青一中,启运里,中北高新区,永红桥,园田队,天津高泰科技产业园,福保产业园,丰泽道,星河荣御,田丽小学,香堤庭院,董甸路吉庆道,灵泉南里,张家窝镇政府,瑞欣广场,君悦花苑,老君堂,高家村,大卷子村,小卷子村,学府大道,车管所津西分所,傅村中学,傅村,靶场,小南河,程村,邓店村,王台村,杨楼,津涞花园,丽江道,王兰庄,小倪庄,高庄子,九十五中学,梨园头,腾达园,门道口,宇泰家园,洛卡小镇,西青开发区管委会,兴华道,谊龙花园,金峰路,王村公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,763路,1,52,王村公交站,金峰路,谊龙花园,兴华道,西青开发区管委会,洛卡小镇,宇泰家园,门道口,腾达园,梨园头,九十五中学,高庄子,小倪庄,王兰庄,丽江道,津涞花园,杨楼,王台村,邓店村,程村,小南河,靶场,傅村,傅村中学,车管所津西分所,学府大道,小卷子村,大卷子村,高家村,老君堂,君悦花苑,瑞欣广场,张家窝镇政府,灵泉南里,董甸路吉庆道,香堤庭院,田丽小学,星河荣御,丰泽道,福保产业园,天津高泰科技产业园,园田队,永红桥,中北高新区,启运里,杨柳青一中,碧泉花园,星河湾花苑,龙华里,新华道,西青区政府,杨柳青临时客运站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,748路(尚未开通),0,32,大沙河公共汽车站(大沙河公交站),三溪塘,东西仓村,河西务,索庄,大道张庄,昭阳寺,大押虎寨,蒙村店,大王庄,后幼庄,前幼庄,寺各庄(田纳溪湖),小孟庄[武清区],大孟庄,霍屯,张辛庄[武清区],武清莲胜花园,南蔡村,南蔡市场,定福庄,武香路口,郭官屯,环渤海商贸城,龙凤新河桥,惠民里,京津公路杨村站,曹园小区(天狮学院东门),杨村客运站,雍阳桥,友谊商厦,西站公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,748路(尚未开通),1,32,西站公交站,友谊商厦,雍阳桥,杨村客运站,曹园小区(天狮学院东门),京津公路杨村站,惠民里,龙凤新河桥,环渤海商贸城,郭官屯,武香路口,定福庄,南蔡市场,南蔡村,武清莲胜花园,张辛庄[武清区],霍屯,大孟庄,小孟庄[武清区],寺各庄(田纳溪湖),前幼庄,后幼庄,大王庄,蒙村店,大押虎寨,昭阳寺,大道张庄,索庄,河西务,东西仓村,三溪塘,大沙河公共汽车站(大沙河公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,746路,0,18,西站公交站(C1站台),大丰桥,先春园,铃铛阁,井冈山桥,五十一中学,民族中学,跃升里,交通职业学院,建华医院,杨柳青发电厂,轻工职业学院(轻工机械厂),柳云路,双河桥,大柳滩桥,农学院西校区,小三河曾村,金威创展园,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,746路,1,18,金威创展园,小三河曾村,农学院西校区,大柳滩桥,双河桥,柳云路,轻工职业学院(轻工机械厂),杨柳青发电厂,建华医院,交通职业学院,跃升里,民族中学,五十一中学,井冈山桥,铃铛阁,先春园,大丰桥,西站公交站(C1站台),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,754路,0,13,天津工业大学新校区,高新区地铁站,海泰发展六道,海泰发展基地,发展二道,华科大街,海泰华科一路,海泰北公交站,海泰西路,高新区软件园,华科七路,华科五路,中北汽车工业园九川道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,754路,1,13,中北汽车工业园九川道,华科五路,华科七路,高新区软件园,海泰西路,海泰北公交站,海泰华科一路,华科大街,发展二道,海泰发展基地,海泰发展六道,高新区地铁站,天津工业大学新校区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,766路,0,15,龙洲道站(龙洲道公交站),第二儿童医院,刘园地铁站,刘园村,北辰医院,北辰中医医院,化工大楼,汽贸园,双辰中路,双街镇政府,双辰东路,双原道口,北辰开发区管委会,城际美景东门,清水源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,766路,1,15,清水源,城际美景东门,北辰开发区管委会,双原道口,双辰东路,双街镇政府,双辰中路,汽贸园,化工大楼,北辰中医医院,北辰医院,刘园村,刘园地铁站,第二儿童医院,龙洲道站(龙洲道公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,771路,0,25,旺源道,泉秀路,浩源路,惠民里,京津公路杨村站,运河城,徐官屯医院,市政工程公司,馨如园,馨盛园,大桥道市场,育康园,区体育馆,武清建委,团结西里东门,团结东里,五一阳光锦园,五一阳光南区,潞河苑,福苑小区,盛世华庭,海达家乐二店,顺驰小区,武清老干部局,武清城际站(终点站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,771路,1,25,武清城际站(终点站),武清老干部局,顺驰小区,海达家乐二店,盛世华庭,福苑小区,潞河苑,五一阳光南区,五一阳光锦园,团结东里,团结西里东门,武清建委,区体育馆,育康园,大桥道市场,馨盛园,馨如园,市政工程公司,徐官屯医院,运河城,京津公路杨村站,惠民里,浩源路,泉秀路,旺源道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,765路,0,23,开发区大楼公交总站(北辰开发区公交总站),领雅苑,义安路,高雅苑,永进道,民安路,栖凤台,下殷庄,北孙庄,小诸庄,金锚集团,大杨庄,大张庄,万发科技园,津围公路津榆路口,小淀村口,川野集团,王朝酒厂,高新大道津围线,北辰科技园,高新大道(765路),欧泊城,小淀地铁站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,765路,1,23,小淀地铁站,欧泊城,高新大道(765路),北辰科技园,高新大道津围线,王朝酒厂,川野集团,小淀村口,津围公路津榆路口,万发科技园,大张庄,大杨庄,金锚集团,小诸庄,北孙庄,下殷庄,栖凤台,民安路,永进道,高雅苑,义安路,领雅苑,开发区大楼公交总站(北辰开发区公交总站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,764路,0,21,荣居园(双青新家园公交站),荣康园,双青新家园,韩家墅市场,龙洲道,刘园村,北辰大厦,瀛台里,顺和里,都旺新城,华北农机仓库,交管北辰支队,浩物北辰汽车园(蓝玺冷链物流),刘安庄,秀水馨苑,秀河花园,云鼎花园,王朝酒厂,高新大道津围线,北辰科技园,花香漫城,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,764路,1,21,花香漫城,北辰科技园,高新大道津围线,王朝酒厂,云鼎花园,秀河花园,秀水馨苑,刘安庄,浩物北辰汽车园(蓝玺冷链物流),交管北辰支队,华北农机仓库,都旺新城,顺和里,瀛台里,北辰大厦,刘园村,龙洲道,韩家墅市场,双青新家园,荣康园,荣居园(双青新家园公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,721路(陈咀线),0,25,华润万家北辰店,马庄,北仓礼堂,北仓,北辰大厦,刘园村,辰旺路[北辰道],刘园苗圃,王秦庄村西口,北辰工业园(京宝工业园),新津永公路,河北工业大学分院校门口,河北工业大学教师公寓(津永公路),双口镇政府,双口三村,双口一村,渔坝口,前丁庄村(京福公路),后丁庄村(京福公路),东肖庄村(京福公路),陈咀镇政府,格兰庭苑,陈咀桥,陈咀村,万兴工业园,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,721路(陈咀线),1,25,万兴工业园,陈咀村,陈咀桥,格兰庭苑,陈咀镇政府,东肖庄村(京福公路),后丁庄村(京福公路),前丁庄村(京福公路),渔坝口,双口一村,双口三村,双口镇政府,河北工业大学教师公寓(津永公路),河北工业大学分院校门口,新津永公路,北辰工业园(京宝工业园),王秦庄村西口,刘园苗圃,辰旺路[北辰道],刘园村,北辰大厦,北仓,北仓礼堂,马庄,华润万家北辰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,711路(支线),0,7,王村公交站,亲亲家园,赛达路宏源道,玛歌庄园,渤海天易园,峰山药王庙,青凝侯村,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,711路(支线),1,7,青凝侯村,峰山药王庙,渤海天易园,玛歌庄园,赛达路宏源道,亲亲家园,王村公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,746路(支线)(801路支线),0,8,金威创展园,天华小区,金色家园,王庆坨医院,王庆坨二街村委会,王庆坨教师楼,富康小区,郑家楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,746路(支线)(801路支线),1,8,郑家楼,富康小区,王庆坨教师楼,王庆坨二街村委会,王庆坨医院,金色家园,天华小区,金威创展园,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,757路,0,22,杨柳青临时客运站,西青区政府,石家大院,中环学院,公用技师学院,莱茵小镇,中北高新区,永红桥,园田队,天津高泰科技产业园,福保产业园,知景道,吉庆道(高泰路),张家窝家泰里,周李庄,天津石化油库,郭庄子村[西青区],小沙沃村,宣家院村,小杜庄村,大沙沃村(木大路),大肚庄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,757路,1,22,大肚庄,大沙沃村(木大路),小杜庄村,宣家院村,小沙沃村,郭庄子村[西青区],天津石化油库,周李庄,张家窝家泰里,吉庆道(高泰路),知景道,福保产业园,天津高泰科技产业园,园田队,永红桥,中北高新区,莱茵小镇,公用技师学院,中环学院,石家大院,西青区政府,杨柳青临时客运站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
